股票代碼,股票名稱,上市日,市場類別,產業類別
038736,采鈺群益3C購03,2024/06/17,上市,
038737,台虹群益3C購01,2024/06/17,上市,
038738,南電群益3C購02,2024/06/17,上市,
038739,世紀鋼群益3C購10,2024/06/17,上市,
038740,聯電中信3C購01,2024/06/18,上市,
038741,聯電中信3C購02,2024/06/18,上市,
038742,鴻海中信42購04,2024/06/18,上市,
038743,台積電中信3C購12,2024/06/18,上市,
038744,台積電中信43購02,2024/06/18,上市,
038745,緯創中信3C購03,2024/06/18,上市,
038746,緯創中信41購01,2024/06/18,上市,
038747,貿聯中信3C購01,2024/06/18,上市,
038748,采鈺中信41購01,2024/06/18,上市,
038749,精英富邦43購01,2024/06/18,上市,
038750,世紀鋼富邦41購02,2024/06/18,上市,
038751,堤維西第一3C購01,2024/06/18,上市,
038752,華固第一3C購01,2024/06/18,上市,
038753,潤泰新第一3C購01,2024/06/18,上市,
038754,鴻海兆豐44購02,2024/06/18,上市,
038755,台積電兆豐43購01,2024/06/18,上市,
038756,欣興兆豐46購01,2024/06/18,上市,
038757,樺漢兆豐43購01,2024/06/18,上市,
038758,穎崴兆豐42購01,2024/06/18,上市,
038759,帝寶兆豐43購01,2024/06/18,上市,
038760,香港2X永豐41購02,2024/06/18,上市,
038761,FBNQ2X永豐41購01,2024/06/18,上市,
038762,中興電永豐41購01,2024/06/18,上市,
038763,中砂永豐41購02,2024/06/18,上市,
038764,信錦永豐41購01,2024/06/18,上市,
038765,亞德客永豐42購01,2024/06/18,上市,
038766,聯電永豐3C購05,2024/06/18,上市,
038767,華通永豐3C購03,2024/06/18,上市,
038768,鴻海永豐45購05,2024/06/18,上市,
038769,台積電永豐3C購15,2024/06/18,上市,
038770,台積電永豐43購07,2024/06/18,上市,
038771,台積電永豐46購02,2024/06/18,上市,
038772,宏碁永豐44購01,2024/06/18,上市,
038773,瑞昱永豐42購01,2024/06/18,上市,
038774,建準永豐41購01,2024/06/18,上市,
038775,美律永豐41購01,2024/06/18,上市,
038776,聯發科永豐43購02,2024/06/18,上市,
038777,全新永豐3C購01,2024/06/18,上市,
038778,新興永豐43購02,2024/06/18,上市,
038779,裕民永豐41購02,2024/06/18,上市,
038780,神基永豐41購01,2024/06/18,上市,
038781,玉晶光永豐41購02,2024/06/18,上市,
038783,世芯永豐41購02,2024/06/18,上市,
038784,世芯永豐43購01,2024/06/18,上市,
038785,同欣電永豐42購01,2024/06/18,上市,
038786,穎崴永豐42購02,2024/06/18,上市,
038787,達發永豐41購02,2024/06/18,上市,
038788,采鈺永豐3C購02,2024/06/18,上市,
038789,世紀鋼永豐43購03,2024/06/18,上市,
038790,世紀鋼台新3C購01,2024/06/18,上市,
038791,川湖國泰42購02,2024/06/18,上市,
038792,聯電國泰42購01,2024/06/18,上市,
038793,台積電國泰42購08,2024/06/18,上市,
038794,凌陽國泰42購01,2024/06/18,上市,
038795,鉅祥國泰42購02,2024/06/18,上市,
038796,辛耘國泰42購02,2024/06/18,上市,
038797,保瑞國泰42購01,2024/06/18,上市,
038798,上証2X元富46購02,2024/06/18,上市,
038799,裕隆元富41購01,2024/06/18,上市,
038800,鴻海元富3C購13,2024/06/18,上市,
038801,鴻海元富41購04,2024/06/18,上市,
038802,鴻海元富42購04,2024/06/18,上市,
038803,台積電元富3C購17,2024/06/18,上市,
038804,台積電元富41購02,2024/06/18,上市,
038805,台積電元富42購12,2024/06/18,上市,
038806,台積電元富43購04,2024/06/18,上市,
038807,燿華元富41購03,2024/06/18,上市,
038808,欣興元富43購01,2024/06/18,上市,
038809,玉晶光元富3C購04,2024/06/18,上市,
038810,玉晶光元富41購03,2024/06/18,上市,
038811,貿聯元富43購01,2024/06/18,上市,
038812,臻鼎元富46購01,2024/06/18,上市,
038813,天鈺元富3C購02,2024/06/18,上市,
038814,穎崴元富41購01,2024/06/18,上市,
038815,穎崴元富41購02,2024/06/18,上市,
038816,世紀鋼元富3C購03,2024/06/18,上市,
038817,FBNQ2X國票3C購02,2024/06/18,上市,
038818,道瓊銀國票42購01,2024/06/18,上市,
038819,立隆電國票41購01,2024/06/18,上市,
038820,華固國票41購02,2024/06/18,上市,
038821,乙盛國票41購01,2024/06/18,上市,
038822,穎崴國票41購01,2024/06/18,上市,
038823,台灣50凱基43購09,2024/06/18,上市,
038824,T50反1凱基46購01,2024/06/18,上市,
038825,美費半凱基41購01,2024/06/18,上市,
038826,永續息凱基41購01,2024/06/18,上市,
038827,中砂凱基3C購05,2024/06/18,上市,
038828,鴻海凱基3C購29,2024/06/18,上市,
038829,台積電凱基41購19,2024/06/18,上市,
03882T,臺股指群益39售06,2023/10/19,上市,
038830,英業達凱基3C購02,2024/06/18,上市,
038831,燿華凱基41購03,2024/06/18,上市,
038832,瑞昱凱基41購03,2024/06/18,上市,
038833,台光電凱基3C購06,2024/06/18,上市,
038834,京元電凱基3C購01,2024/06/18,上市,
038835,聯發科凱基46購05,2024/06/18,上市,
038836,冠德凱基41購04,2024/06/18,上市,
038837,長榮凱基3C購17,2024/06/18,上市,
038838,晶豪科凱基3C購04,2024/06/18,上市,
038839,奇鋐凱基3C購09,2024/06/18,上市,
038840,智原凱基41購01,2024/06/18,上市,
038841,欣興凱基43購04,2024/06/18,上市,
038842,緯創凱基43購04,2024/06/18,上市,
038843,昇貿凱基41購01,2024/06/18,上市,
038844,玉晶光凱基41購02,2024/06/18,上市,
038845,聯鈞凱基41購01,2024/06/18,上市,
038846,貿聯凱基41購02,2024/06/18,上市,
038847,訊芯凱基43購03,2024/06/18,上市,
038848,保瑞凱基44購03,2024/06/18,上市,
038849,穎崴凱基41購02,2024/06/18,上市,
03884T,臺股指中信39售04,2023/10/20,上市,
038850,達發凱基41購01,2024/06/18,上市,
038851,力積電凱基3C購01,2024/06/18,上市,
038852,世紀鋼凱基3C購07,2024/06/18,上市,
038853,臺股指凱基43購43,2024/06/18,上市,
038854,臺股指凱基44購11,2024/06/18,上市,
038855,臺股指凱基45購07,2024/06/18,上市,
038856,堤維西元大3C購03,2024/06/18,上市,
038857,中砂元大41購02,2024/06/18,上市,
038858,合機元大41購03,2024/06/18,上市,
038859,聯電元大3C購12,2024/06/18,上市,
03885T,臺股指中信39售05,2023/10/20,上市,
038860,鴻海元大3C購55,2024/06/18,上市,
038861,鴻海元大3C購56,2024/06/18,上市,
038862,鴻海元大43購13,2024/06/18,上市,
038863,台積電元大3C購47,2024/06/18,上市,
038864,台積電元大41購27,2024/06/18,上市,
038865,台積電元大43購09,2024/06/18,上市,
038866,鴻準元大3C購18,2024/06/18,上市,
038867,燿華元大3C購10,2024/06/18,上市,
038868,毅嘉元大3C購02,2024/06/18,上市,
038869,友達元大3C購03,2024/06/18,上市,
038870,聯發科元大41購14,2024/06/18,上市,
038871,聯發科元大43購03,2024/06/18,上市,
038872,聯發科元大46購01,2024/06/18,上市,
038873,全新元大41購01,2024/06/18,上市,
038874,盟立元大3C購10,2024/06/18,上市,
038875,宏達電元大3C購02,2024/06/18,上市,
038876,長榮元大3C購29,2024/06/18,上市,
038877,長榮元大3C購30,2024/06/18,上市,
038878,長榮元大3C購31,2024/06/18,上市,
038879,華航元大3C購08,2024/06/18,上市,
038880,長榮航元大43購09,2024/06/18,上市,
038881,新光金元大41購03,2024/06/18,上市,
038882,威健元大3C購07,2024/06/18,上市,
038883,緯創元大3C購09,2024/06/18,上市,
038884,緯創元大41購06,2024/06/18,上市,
038885,緯創元大43購03,2024/06/18,上市,
038886,玉晶光元大3C購06,2024/06/18,上市,
038887,玉晶光元大3C購07,2024/06/18,上市,
038888,玉晶光元大3C購08,2024/06/18,上市,
038889,敦泰元大3C購02,2024/06/18,上市,
03888T,臺股指凱基39售06,2023/10/20,上市,
038890,貿聯元大3C購08,2024/06/18,上市,
038891,正文元大43購01,2024/06/18,上市,
038892,穎崴元大3C購05,2024/06/18,上市,
038893,達發元大3C購02,2024/06/18,上市,
038894,達發元大41購01,2024/06/18,上市,
038895,采鈺元大3C購03,2024/06/18,上市,
038896,采鈺元大3C購04,2024/06/18,上市,
038897,采鈺元大41購05,2024/06/18,上市,
038898,台虹元大41購01,2024/06/18,上市,
038899,世紀鋼元大3C購20,2024/06/18,上市,
038900,世紀鋼元大3C購21,2024/06/18,上市,
038901,世紀鋼元大3C購22,2024/06/18,上市,
038902,中興電群益3C購07,2024/06/18,上市,
038903,信錦群益3C購03,2024/06/18,上市,
038904,光寶科群益41購01,2024/06/18,上市,
038905,台達電群益42購05,2024/06/18,上市,
038906,鴻海群益41購13,2024/06/18,上市,
038907,鴻海群益41購14,2024/06/18,上市,
038908,鴻海群益41購15,2024/06/18,上市,
038909,仁寶群益3C購03,2024/06/18,上市,
038910,台積電群益3C購23,2024/06/18,上市,
038911,台積電群益3C購24,2024/06/18,上市,
038912,台積電群益3C購25,2024/06/18,上市,
038913,台積電群益3C購26,2024/06/18,上市,
038914,大同群益3C購09,2024/06/18,上市,
038915,大同群益3C購10,2024/06/18,上市,
038916,瑞昱群益43購02,2024/06/18,上市,
038917,台光電群益3C購07,2024/06/18,上市,
038918,聯發科群益43購12,2024/06/18,上市,
038919,聯發科群益43購13,2024/06/18,上市,
038920,聯發科群益43購14,2024/06/18,上市,
038921,全新群益42購01,2024/06/18,上市,
038922,長榮群益3C購05,2024/06/18,上市,
038923,長榮群益3C購06,2024/06/18,上市,
038924,大立光群益3C購03,2024/06/18,上市,
038925,華立群益41購01,2024/06/18,上市,
038926,智原群益41購02,2024/06/18,上市,
038927,緯創群益3C購16,2024/06/18,上市,
038928,群創群益3C購05,2024/06/18,上市,
038929,貿聯群益42購03,2024/06/18,上市,
038930,材料群益3C購06,2024/06/18,上市,
038931,祥碩群益3C購04,2024/06/18,上市,
038932,穎崴群益42購02,2024/06/18,上市,
038933,世紀鋼群益3C購11,2024/06/18,上市,
038934,世紀鋼群益3C購12,2024/06/18,上市,
038935,世紀鋼群益42購02,2024/06/18,上市,
038936,臺股指群益3C購15,2024/06/18,上市,
038937,金寶中信3C購01,2024/06/19,上市,
038938,京元電中信41購01,2024/06/19,上市,
038939,全新中信3C購01,2024/06/19,上市,
038940,大立光中信3C購01,2024/06/19,上市,
038941,智原中信42購01,2024/06/19,上市,
038942,采鈺中信41購02,2024/06/19,上市,
038943,世紀鋼中信3C購01,2024/06/19,上市,
038944,台灣50富邦46購01,2024/06/19,上市,
038945,元債2X富邦46購01,2024/06/19,上市,
038946,仁寶富邦42購02,2024/06/19,上市,
038947,台積電富邦3C購10,2024/06/19,上市,
038948,台積電富邦42購05,2024/06/19,上市,
038949,聯發科富邦42購05,2024/06/19,上市,
038950,華航富邦45購01,2024/06/19,上市,
038951,德律富邦44購01,2024/06/19,上市,
038952,定穎控富邦42購01,2024/06/19,上市,
038953,材料富邦42購01,2024/06/19,上市,
038954,中磊富邦41購01,2024/06/19,上市,
038955,采鈺富邦3C購01,2024/06/19,上市,
038956,世芯元富3C購05,2024/06/19,上市,
038957,世芯元富56購01,2024/06/19,上市,
038958,訊芯元富3C購01,2024/06/19,上市,
038959,鴻海國泰42購08,2024/06/19,上市,
038960,台積電國泰42購09,2024/06/19,上市,
038961,宏碁國泰42購02,2024/06/19,上市,
038962,億光國泰42購01,2024/06/19,上市,
038963,聯發科國泰42購08,2024/06/19,上市,
038964,立隆電國泰42購01,2024/06/19,上市,
038965,國產國泰42購02,2024/06/19,上市,
038966,德律國泰42購01,2024/06/19,上市,
038967,緯創國泰42購04,2024/06/19,上市,
038968,東元永豐41購01,2024/06/19,上市,
038969,中興電永豐42購03,2024/06/19,上市,
038970,堤維西永豐42購01,2024/06/19,上市,
038971,中砂永豐42購01,2024/06/19,上市,
038972,大亞永豐41購01,2024/06/19,上市,
038973,潤隆永豐41購01,2024/06/19,上市,
038974,金寶永豐42購01,2024/06/19,上市,
038975,鴻海永豐46購05,2024/06/19,上市,
038976,國巨永豐43購01,2024/06/19,上市,
038977,華泰永豐41購02,2024/06/19,上市,
038978,鴻準永豐42購02,2024/06/19,上市,
038979,技嘉永豐44購01,2024/06/19,上市,
038980,威盛永豐41購02,2024/06/19,上市,
038981,大立光永豐3C購04,2024/06/19,上市,
038982,大立光永豐3C購05,2024/06/19,上市,
038983,大立光永豐41購01,2024/06/19,上市,
038984,信邦永豐42購01,2024/06/19,上市,
038985,德律永豐42購01,2024/06/19,上市,
038986,景碩永豐3C購02,2024/06/19,上市,
038987,玉晶光永豐42購04,2024/06/19,上市,
038988,華擎永豐3C購01,2024/06/19,上市,
038989,嘉澤永豐3C購02,2024/06/19,上市,
038990,辛耘永豐43購02,2024/06/19,上市,
038991,健策永豐42購01,2024/06/19,上市,
038992,世芯永豐3C購02,2024/06/19,上市,
038993,貿聯永豐42購02,2024/06/19,上市,
038994,祥碩永豐41購02,2024/06/19,上市,
038995,訊芯永豐42購01,2024/06/19,上市,
038996,愛普永豐41購02,2024/06/19,上市,
038997,波力永豐43購01,2024/06/19,上市,
038998,世紀鋼永豐41購01,2024/06/19,上市,
038999,德律第一3C購01,2024/06/19,上市,
039000,中興電凱基3C購08,2024/06/19,上市,
039001,華電凱基3C購02,2024/06/19,上市,
039002,大亞凱基41購03,2024/06/19,上市,
039003,金寶凱基41購02,2024/06/19,上市,
039004,鴻海凱基3C購30,2024/06/19,上市,
039005,鴻海凱基3C購31,2024/06/19,上市,
039006,鴻海凱基3C購32,2024/06/19,上市,
039007,台積電凱基3C購31,2024/06/19,上市,
039008,台積電凱基3C購32,2024/06/19,上市,
039009,台積電凱基3C購33,2024/06/19,上市,
039010,台積電凱基3C購34,2024/06/19,上市,
039011,華邦電凱基3C購03,2024/06/19,上市,
039012,英業達凱基42購01,2024/06/19,上市,
039013,華碩凱基3C購01,2024/06/19,上市,
039014,瑞昱凱基3C購01,2024/06/19,上市,
039015,京元電凱基3C購02,2024/06/19,上市,
039016,聯發科凱基3C購08,2024/06/19,上市,
039017,聯發科凱基3C購09,2024/06/19,上市,
039018,聯發科凱基3C購10,2024/06/19,上市,
039019,聯發科凱基3C購11,2024/06/19,上市,
039020,全新凱基41購01,2024/06/19,上市,
039021,盟立凱基3C購05,2024/06/19,上市,
039022,華固凱基41購02,2024/06/19,上市,
039023,長榮凱基3C購18,2024/06/19,上市,
039024,新興凱基3C購02,2024/06/19,上市,
039025,大立光凱基42購02,2024/06/19,上市,
039026,大立光凱基42購03,2024/06/19,上市,
039027,玉晶光凱基42購01,2024/06/19,上市,
039028,嘉澤凱基41購04,2024/06/19,上市,
039029,材料凱基3C購10,2024/06/19,上市,
03902T,川湖群益3A售02,2023/10/20,上市,
039030,祥碩凱基3C購05,2024/06/19,上市,
039031,同欣電凱基41購01,2024/06/19,上市,
039032,達發凱基41購02,2024/06/19,上市,
039033,愛普凱基41購04,2024/06/19,上市,
039034,采鈺凱基3C購04,2024/06/19,上市,
039035,昇陽半凱基42購01,2024/06/19,上市,
039036,台虹凱基3C購01,2024/06/19,上市,
039037,波力凱基3C購02,2024/06/19,上市,
039038,世紀鋼凱基3C購09,2024/06/19,上市,
039039,臺股指凱基3C購39,2024/06/19,上市,
039040,台灣50台新3C購01,2024/06/19,上市,
039041,中興電台新3C購01,2024/06/19,上市,
039042,台積電台新3C購04,2024/06/19,上市,
039043,嘉澤台新3C購01,2024/06/19,上市,
039044,上証2X元大3C購07,2024/06/19,上市,
039045,滬深2X元大42購04,2024/06/19,上市,
039046,美費半元大3C購03,2024/06/19,上市,
039047,美費半元大42購01,2024/06/19,上市,
039048,美費半元大43購01,2024/06/19,上市,
039049,中砂元大3C購09,2024/06/19,上市,
03904T,緯穎群益37售03,2023/10/20,上市,
039050,中砂元大41購03,2024/06/19,上市,
039051,聯電元大46購02,2024/06/19,上市,
039052,金寶元大3C購03,2024/06/19,上市,
039053,鴻海元大3C購57,2024/06/19,上市,
039054,鴻海元大3C購58,2024/06/19,上市,
039055,鴻海元大3C購59,2024/06/19,上市,
039056,台積電元大3C購51,2024/06/19,上市,
039057,台積電元大3C購52,2024/06/19,上市,
039058,台積電元大41購28,2024/06/19,上市,
039059,燿華元大3C購11,2024/06/19,上市,
039060,宏達電元大3C購03,2024/06/19,上市,
039061,皇昌元大41購01,2024/06/19,上市,
039062,長榮元大3C購32,2024/06/19,上市,
039063,長榮元大3C購33,2024/06/19,上市,
039064,長榮元大41購13,2024/06/19,上市,
039065,華航元大3C購09,2024/06/19,上市,
039066,長榮航元大3C購17,2024/06/19,上市,
039067,國泰金元大3C購04,2024/06/19,上市,
039068,新光金元大3C購03,2024/06/19,上市,
039069,新光金元大44購02,2024/06/19,上市,
039070,晶豪科元大3C購02,2024/06/19,上市,
039071,晶豪科元大3C購03,2024/06/19,上市,
039072,大立光元大3C購03,2024/06/19,上市,
039073,大立光元大3C購04,2024/06/19,上市,
039074,德律元大3C購04,2024/06/19,上市,
039075,德律元大3C購05,2024/06/19,上市,
039076,德律元大3C購06,2024/06/19,上市,
039077,建漢元大41購01,2024/06/19,上市,
039078,玉晶光元大3C購09,2024/06/19,上市,
039079,群創元大41購01,2024/06/19,上市,
039080,世芯元大3C購12,2024/06/19,上市,
039081,世芯元大3C購13,2024/06/19,上市,
039082,世芯元大41購02,2024/06/19,上市,
039083,立積元大3C購07,2024/06/19,上市,
039084,祥碩元大3C購09,2024/06/19,上市,
039085,祥碩元大3C購10,2024/06/19,上市,
039086,祥碩元大3C購11,2024/06/19,上市,
039087,精成科元大41購01,2024/06/19,上市,
039088,瑞祺元大3C購01,2024/06/19,上市,
039089,瑞祺元大3C購02,2024/06/19,上市,
03908C,臺股指凱基3A牛02,2023/08/21,上市,
039090,瑞祺元大41購02,2024/06/19,上市,
039091,達發元大3C購03,2024/06/19,上市,
039092,達發元大41購02,2024/06/19,上市,
039093,采鈺元大3C購05,2024/06/19,上市,
039094,采鈺元大3C購06,2024/06/19,上市,
039095,采鈺元大3C購07,2024/06/19,上市,
039096,采鈺元大3C購08,2024/06/19,上市,
039097,采鈺元大3C購09,2024/06/19,上市,
039098,采鈺元大3C購10,2024/06/19,上市,
039099,采鈺元大3C購11,2024/06/19,上市,
039100,采鈺元大41購06,2024/06/19,上市,
039101,采鈺元大44購01,2024/06/19,上市,
039102,采鈺元大46購01,2024/06/19,上市,
039103,來頡元大3C購01,2024/06/19,上市,
039104,台虹元大3C購02,2024/06/19,上市,
039105,世紀鋼元大3C購23,2024/06/19,上市,
039106,世紀鋼元大3C購24,2024/06/19,上市,
039107,世紀鋼元大3C購25,2024/06/19,上市,
039108,臺股指法興3C購01,2024/06/19,上市,
039109,臺股指法興3C購02,2024/06/19,上市,
039110,臺股指法興3C購03,2024/06/19,上市,
039111,臺股指法興3C購04,2024/06/19,上市,
039112,FBNQ2X群益3C購02,2024/06/19,上市,
039113,FBNQ2X群益42購01,2024/06/19,上市,
039114,東元群益3C購01,2024/06/19,上市,
039115,中砂群益3C購05,2024/06/19,上市,
039116,大亞群益3C購05,2024/06/19,上市,
039117,台達電群益3C購03,2024/06/19,上市,
039118,鴻海群益42購12,2024/06/19,上市,
039119,鴻海群益43購13,2024/06/19,上市,
039120,鴻海群益44購05,2024/06/19,上市,
039121,台積電群益3C購29,2024/06/19,上市,
039122,英業達群益42購01,2024/06/19,上市,
039123,華碩群益3C購01,2024/06/19,上市,
039124,華碩群益3C購02,2024/06/19,上市,
039125,華碩群益3C購03,2024/06/19,上市,
039126,瑞昱群益3C購02,2024/06/19,上市,
039127,台光電群益42購06,2024/06/19,上市,
039128,聯發科群益3C購13,2024/06/19,上市,
039129,聯發科群益3C購14,2024/06/19,上市,
039130,聯發科群益3C購15,2024/06/19,上市,
039131,聯發科群益3C購16,2024/06/19,上市,
039132,聯發科群益43購15,2024/06/19,上市,
039133,華固群益42購01,2024/06/19,上市,
039134,長榮群益3C購07,2024/06/19,上市,
039135,長榮群益3C購08,2024/06/19,上市,
039136,長榮群益3C購09,2024/06/19,上市,
039137,晶豪科群益42購03,2024/06/19,上市,
039138,大立光群益3C購04,2024/06/19,上市,
039139,德律群益42購02,2024/06/19,上市,
03913C,元債2X凱基3A牛02,2023/10/20,上市,
039140,聯詠群益3C購02,2024/06/19,上市,
039141,欣興群益3C購07,2024/06/19,上市,
039142,緯創群益42購11,2024/06/19,上市,
039143,玉晶光群益42購03,2024/06/19,上市,
039144,玉晶光群益46購01,2024/06/19,上市,
039145,華擎群益42購03,2024/06/19,上市,
039146,嘉澤群益42購01,2024/06/19,上市,
039147,智易群益46購01,2024/06/19,上市,
039148,碩天群益3C購01,2024/06/19,上市,
039149,洋華群益42購02,2024/06/19,上市,
039150,貿聯群益42購04,2024/06/19,上市,
039151,瑞智群益3C購01,2024/06/19,上市,
039152,祥碩群益41購04,2024/06/19,上市,
039153,祥碩群益42購02,2024/06/19,上市,
039154,達發群益41購01,2024/06/19,上市,
039155,采鈺群益3C購04,2024/06/19,上市,
039156,采鈺群益3C購05,2024/06/19,上市,
039157,勤誠群益3C購05,2024/06/19,上市,
039158,世紀鋼群益3C購13,2024/06/19,上市,
039159,臺股指群益3C購16,2024/06/19,上市,
039160,臺股指群益3C購17,2024/06/19,上市,
039161,臺股指群益3C購18,2024/06/19,上市,
039162,臺股指群益3C購19,2024/06/19,上市,
039163,臺股指群益3C購20,2024/06/19,上市,
039164,臺股指群益3C購21,2024/06/19,上市,
039165,臺股指群益3C購22,2024/06/19,上市,
039166,臺股指群益3C購23,2024/06/19,上市,
039167,臺股指群益3C購24,2024/06/19,上市,
039168,電子類群益3C購07,2024/06/19,上市,
039169,電子類群益3C購08,2024/06/19,上市,
03916C,臺股指凱基3B牛04,2023/11/24,上市,
039170,電子類群益3C購09,2024/06/19,上市,
039171,聯鈞第一3C購01,2024/06/20,上市,
039172,祥碩第一3C購01,2024/06/20,上市,
039173,國巨中信41購02,2024/06/20,上市,
039174,京元電中信3C購01,2024/06/20,上市,
039175,聯發科中信3C購05,2024/06/20,上市,
039176,智原中信3C購02,2024/06/20,上市,
039177,玉晶光中信41購01,2024/06/20,上市,
039178,天鈺中信3C購01,2024/06/20,上市,
039179,臺股指中信3C購09,2024/06/20,上市,
039180,鴻海富邦3C購09,2024/06/20,上市,
039181,鴻海富邦42購05,2024/06/20,上市,
039182,欣興富邦45購01,2024/06/20,上市,
039183,玉晶光富邦43購01,2024/06/20,上市,
039184,聯鈞富邦42購01,2024/06/20,上市,
039185,貿聯富邦44購01,2024/06/20,上市,
039186,和碩富邦44購01,2024/06/20,上市,
039187,訊芯富邦42購02,2024/06/20,上市,
039188,緯穎富邦41購02,2024/06/20,上市,
039189,世紀鋼富邦3C購02,2024/06/20,上市,
03918C,臺股指元大3C牛03,2023/12/18,上市,
039190,臺股指富邦49購01,2024/06/20,上市,
039191,鉅祥元富43購01,2024/06/20,上市,
039192,大立光元富3C購03,2024/06/20,上市,
039193,大立光元富3C購04,2024/06/20,上市,
039194,玉晶光元富43購01,2024/06/20,上市,
039195,台虹元富41購01,2024/06/20,上市,
039196,華榮國泰42購01,2024/06/20,上市,
039197,鴻海國泰42購09,2024/06/20,上市,
039198,台積電國泰42購10,2024/06/20,上市,
039199,智邦國泰42購02,2024/06/20,上市,
03919C,臺股指凱基3A牛23,2023/12/19,上市,
039200,興勤國泰42購01,2024/06/20,上市,
039201,長榮國泰42購06,2024/06/20,上市,
039202,智原國泰42購02,2024/06/20,上市,
039203,緯創國泰42購05,2024/06/20,上市,
039204,玉晶光國泰42購02,2024/06/20,上市,
039205,嘉澤國泰42購02,2024/06/20,上市,
039206,敦泰國泰42購01,2024/06/20,上市,
039207,和碩國泰42購02,2024/06/20,上市,
039208,立積國泰42購02,2024/06/20,上市,
039209,祥碩國泰42購02,2024/06/20,上市,
039210,訊芯國泰42購01,2024/06/20,上市,
039211,至上國泰42購02,2024/06/20,上市,
039212,世紀鋼國泰42購03,2024/06/20,上市,
039213,台灣50凱基46購01,2024/06/20,上市,
039214,美費半凱基43購01,2024/06/20,上市,
039215,美時凱基3C購08,2024/06/20,上市,
039216,新光鋼凱基3C購01,2024/06/20,上市,
039217,鴻海凱基3C購33,2024/06/20,上市,
039218,鴻海凱基3C購34,2024/06/20,上市,
039219,鴻海凱基3C購35,2024/06/20,上市,
03921C,臺股指凱基41牛01,2024/01/04,上市,
039220,台積電凱基41購21,2024/06/20,上市,
039221,台積電凱基41購22,2024/06/20,上市,
039222,台積電凱基41購23,2024/06/20,上市,
039223,台積電凱基41購24,2024/06/20,上市,
039224,致茂凱基41購01,2024/06/20,上市,
039225,京元電凱基42購01,2024/06/20,上市,
039226,聯發科凱基3C購12,2024/06/20,上市,
039227,聯發科凱基3C購13,2024/06/20,上市,
039228,聯發科凱基3C購14,2024/06/20,上市,
039229,聯發科凱基3C購15,2024/06/20,上市,
03922C,臺股指元大3B牛01,2024/01/11,上市,
039230,全新凱基3C購02,2024/06/20,上市,
039231,華固凱基43購01,2024/06/20,上市,
039232,長榮凱基41購09,2024/06/20,上市,
039233,晶豪科凱基43購02,2024/06/20,上市,
039234,大立光凱基3C購07,2024/06/20,上市,
039235,大立光凱基42購04,2024/06/20,上市,
039236,嘉晶凱基41購01,2024/06/20,上市,
039237,德律凱基3C購02,2024/06/20,上市,
039238,玉晶光凱基44購02,2024/06/20,上市,
039239,貿聯凱基42購01,2024/06/20,上市,
039240,立積凱基46購01,2024/06/20,上市,
039241,乙盛凱基41購01,2024/06/20,上市,
039242,訊芯凱基41購03,2024/06/20,上市,
039243,昇陽半凱基42購02,2024/06/20,上市,
039244,臺股指凱基3C購40,2024/06/20,上市,
039245,臺股指凱基3C購41,2024/06/20,上市,
039246,臺股指凱基3C購42,2024/06/20,上市,
039247,臺股指凱基3C購43,2024/06/20,上市,
039248,鉅祥台新3C購01,2024/06/20,上市,
039249,聯鈞台新3C購02,2024/06/20,上市,
03924C,臺股指凱基3A牛43,2024/02/21,上市,
039250,信錦兆豐43購01,2024/06/20,上市,
039251,華通兆豐3C購01,2024/06/20,上市,
039252,聯發科兆豐3C購04,2024/06/20,上市,
039253,聯發科兆豐41購02,2024/06/20,上市,
039254,大立光兆豐3C購02,2024/06/20,上市,
039255,大立光兆豐41購02,2024/06/20,上市,
039256,智原兆豐43購02,2024/06/20,上市,
039257,碩天兆豐41購01,2024/06/20,上市,
039258,世芯兆豐43購01,2024/06/20,上市,
039259,貿聯兆豐46購01,2024/06/20,上市,
03925C,臺股指元大39牛29,2024/02/21,上市,
03925T,滬深2X群益37售01,2023/10/24,上市,
039260,中磊兆豐46購01,2024/06/20,上市,
039261,達發兆豐43購01,2024/06/20,上市,
039262,洋基兆豐43購01,2024/06/20,上市,
039263,采鈺兆豐44購01,2024/06/20,上市,
039264,世紀鋼兆豐46購01,2024/06/20,上市,
039265,上証2X群益3C購01,2024/06/20,上市,
039266,A50正2群益42購01,2024/06/20,上市,
039267,FB越南群益46購01,2024/06/20,上市,
039268,中興電群益3C購08,2024/06/20,上市,
039269,大亞群益3C購06,2024/06/20,上市,
03926C,元債2X元大42牛02,2024/02/23,上市,
039270,新光鋼群益42購01,2024/06/20,上市,
039271,中華群益3C購03,2024/06/20,上市,
039272,鴻海群益41購16,2024/06/20,上市,
039273,鴻海群益43購14,2024/06/20,上市,
039274,鴻海群益44購06,2024/06/20,上市,
039275,台積電群益3C購30,2024/06/20,上市,
039276,台積電群益3C購31,2024/06/20,上市,
039277,台積電群益3C購32,2024/06/20,上市,
039278,台積電群益41購15,2024/06/20,上市,
039279,華邦電群益42購01,2024/06/20,上市,
03927C,臺股指凱基45牛02,2024/02/29,上市,
039280,英業達群益3C購04,2024/06/20,上市,
039281,瑞昱群益3C購03,2024/06/20,上市,
039282,聯發科群益42購14,2024/06/20,上市,
039283,聯發科群益42購15,2024/06/20,上市,
039284,聯發科群益42購16,2024/06/20,上市,
039285,聯發科群益43購16,2024/06/20,上市,
039286,盟立群益41購01,2024/06/20,上市,
